ID,Name,"Education Level"
1814,"Monique Cole","Master's Degree"
3197,"Heather Washington","Master's Degree"
3194,"Natasha Morris","Master's Degree"
1829,"Isaac Taylor","Master's Degree"
1834,"Fred Lopez","Master's Degree"
1836,"Maureen Bates","Master's Degree"
1837,"James Robinson","Master's Degree"
3192,"Catherine Richardson","Master's Degree"
1856,"Tiffany Snow","Master's Degree"
3178,"Danielle Sullivan","Master's Degree"
3175,"Angela Walker","Master's Degree"
1869,"Anna Lynch","Master's Degree"
3173,"Brittney Cannon","Master's Degree"
3168,"Thomas Stevens","Master's Degree"
1885,"Jacob Hunt","Master's Degree"
3166,"Jerome Medina","Master's Degree"
3157,"Edwin Thompson","Master's Degree"
1893,"Robert Rodriguez","Master's Degree"
1895,"Janice Combs","Master's Degree"
1903,"Kristina Nguyen","Master's Degree"
3151,"Ronald Kennedy","Master's Degree"
3148,"Jennifer Jackson","Master's Degree"
1915,"Kevin Kramer","Master's Degree"
3145,"Alexis Torres","Master's Degree"
1918,"Sabrina Roberts","Master's Degree"
1920,"Dale Garcia","Master's Degree"
1922,"Michael Nelson","Master's Degree"
3137,"Sarah Mendoza","Master's Degree"
3132,"William Schneider","Master's Degree"
1928,"Joshua Walsh","Master's Degree"
1931,"Walter Mathis","Master's Degree"
3129,"Larry Adams","Master's Degree"
3120,"Stephanie Horne","Master's Degree"
3104,"Jose Thompson","Master's Degree"
3090,"Michelle Walker","Master's Degree"
3086,"Gina Benson","Master's Degree"
1942,"Richard Cantrell","Master's Degree"
1943,"Daniel Pugh","Master's Degree"
1956,"Amber Torres","Master's Degree"
1958,"Destiny Curry","Master's Degree"
3067,"Matthew Anderson","Master's Degree"
1975,"Sherri Lopez","Master's Degree"
1977,"Jesus Rodriguez","Master's Degree"
1978,"Kyle Scott","Master's Degree"
3061,"Reginald Patterson","Master's Degree"
1981,"Shane Patterson","Master's Degree"
3060,"Jennifer Martinez","Master's Degree"
1984,"Alex Diaz","Master's Degree"
3057,"Brian Kelly","Master's Degree"
3039,"Brian Escobar","Master's Degree"
2002,"Hannah Curry","Master's Degree"
2004,"Christopher Jackson","Master's Degree"
3033,"John Berry","Master's Degree"
2010,"Daniel Rogers","Master's Degree"
3017,"David Jones","Master's Degree"
2019,"Carl Johnson","Master's Degree"
3014,"Rachel Huber","Master's Degree"
2027,"Aaron Hunt","Master's Degree"
3011,"Samuel Nichols","Master's Degree"
2034,"Angela Daniels","Master's Degree"
2038,"Marisa Murray","Master's Degree"
3001,"Regina Kelly","Master's Degree"
2051,"Carrie Pena","Master's Degree"
3000,"Christopher Silva","Master's Degree"
2997,"Meghan Vargas","Master's Degree"
2055,"Mark Anderson","Master's Degree"
2058,"Scott Floyd","Master's Degree"
2993,"Gregory Jones","Master's Degree"
2067,"Patricia Moore","Master's Degree"
2989,"Jeffrey Bennett","Master's Degree"
2079,"Benjamin Huber","Master's Degree"
2088,"Eric Graham","Master's Degree"
2092,"Melissa Dunn","Master's Degree"
2094,"Nicole Brown","Master's Degree"
2984,"Rebecca Fox","Master's Degree"
2979,"Marcus Ellis","Master's Degree"
2977,"Spencer Sanchez","Master's Degree"
2106,"Brandon Foster","Master's Degree"
2969,"Brandon Brown","Master's Degree"
2968,"Andrew Sanchez","Master's Degree"
2960,"Micheal Kennedy","Master's Degree"
2118,"Bonnie Cruz","Master's Degree"
2953,"Derrick Smith","Master's Degree"
2925,"Lauren Morris","Master's Degree"
2923,"Haley Hodges","Master's Degree"
2919,"Kathleen Martinez","Master's Degree"
2134,"Brooke Torres","Master's Degree"
2136,"James Lee","Master's Degree"
2138,"Kyle Lawrence","Master's Degree"
2145,"Matthew Trujillo","Master's Degree"
2904,"Renee Kim","Master's Degree"
2868,"Pamela Rogers","Master's Degree"
2152,"Susan Flores","Master's Degree"
2153,"Holly Perez","Master's Degree"
2154,"Lindsey Clark","Master's Degree"
2858,"Melanie Sims","Master's Degree"
2857,"Kevin Nguyen","Master's Degree"
2856,"Christopher Nielsen","Master's Degree"
2184,"Mike Gibson","Master's Degree"
2853,"Tracy Hurley","Master's Degree"
2852,"Nicholas Waller","Master's Degree"
2846,"Jessica Allen","Master's Degree"
2205,"Richard Joseph","Master's Degree"
2845,"Tara Montoya","Master's Degree"
2218,"Amanda Franklin","Master's Degree"
2227,"Carolyn Moreno","Master's Degree"
2229,"Joseph Williams","Master's Degree"
2231,"David Hill","Master's Degree"
2239,"Michael Morales","Master's Degree"
2240,"Kaitlin Lopez","Master's Degree"
2837,"Jeffrey Simon","Master's Degree"
2829,"Jennifer Robbins","Master's Degree"
2251,"Amanda Rubio","Master's Degree"
2827,"Mark Jennings","Master's Degree"
2257,"Stephanie Castaneda","Master's Degree"
2815,"Melanie Hill","Master's Degree"
2793,"Traci Jones","Master's Degree"
2269,"Gloria Perez","Master's Degree"
2272,"Amy Montgomery","Master's Degree"
2273,"Michael Nelson","Master's Degree"
2277,"Tammy Martinez","Master's Degree"
2786,"Randall Martinez","Master's Degree"
2279,"Dominique Welch","Master's Degree"
2769,"Zoe Patel","Master's Degree"
2767,"Jennifer Pollard","Master's Degree"
2296,"Matthew Alvarez","Master's Degree"
2298,"Aaron Diaz","Master's Degree"
2310,"Kimberly Henderson","Master's Degree"
2320,"Christian Woods","Master's Degree"
2325,"Julie Ford","Master's Degree"
2329,"Kevin Thomas","Master's Degree"
2765,"Nicholas Davis","Master's Degree"
2336,"Joshua Sanders","Master's Degree"
2339,"Wendy Travis","Master's Degree"
2752,"Amy Knight","Master's Degree"
2751,"Jason White","Master's Degree"
2740,"Karen Morton","Master's Degree"
2361,"Daniel House","Master's Degree"
2368,"Karen Torres","Master's Degree"
2379,"James Carr","Master's Degree"
2738,"Adam Thompson","Master's Degree"
2392,"William Gray","Master's Degree"
2395,"Tyler Anderson","Master's Degree"
2736,"Jose Hunter","Master's Degree"
2735,"Emily Cordova","Master's Degree"
2407,"Jason Gallegos","Master's Degree"
2713,"Emily Alvarez","Master's Degree"
2708,"Kimberly Mcintyre","Master's Degree"
2412,"James Rodriguez","Master's Degree"
2701,"Jason Bowman","Master's Degree"
2697,"Richard Jones","Master's Degree"
2419,"James Butler","Master's Degree"
2428,"Matthew Gomez","Master's Degree"
2693,"Nicole King","Master's Degree"
2685,"Michelle Luna","Master's Degree"
2437,"Melissa Lyons","Master's Degree"
2441,"Lucas Hernandez","Master's Degree"
2678,"Darlene Jones","Master's Degree"
2445,"Clayton Fields","Master's Degree"
2447,"Adrienne Allen","Master's Degree"
2677,"Thomas Clark","Master's Degree"
2450,"Monica Edwards","Master's Degree"
2452,"Dan Salinas","Master's Degree"
2670,"Bryan Zamora","Master's Degree"
2664,"David Thompson","Master's Degree"
2649,"George Kirby","Master's Degree"
2637,"Michelle Burke","Master's Degree"
2478,"Annette Price","Master's Degree"
2482,"Jason Williams","Master's Degree"
2491,"Luke Wilson","Master's Degree"
2626,"Tyler Andersen","Master's Degree"
2503,"Wendy Spencer","Master's Degree"
2625,"William Turner","Master's Degree"
2508,"Ryan Hall","Master's Degree"
2512,"Blake Lawrence","Master's Degree"
2518,"Thomas Wood","Master's Degree"
2624,"David Fletcher","Master's Degree"
2527,"Monica Lozano","Master's Degree"
2614,"Janet Valdez","Master's Degree"
2535,"Amanda Schmitt","Master's Degree"
2538,"Juan Alvarez","Master's Degree"
2540,"Lori Alvarez","Master's Degree"
2609,"Connor Hudson","Master's Degree"
2546,"Daniel Smith","Master's Degree"
2600,"Amanda Thomas","Master's Degree"
2552,"Frank Lewis","Master's Degree"
2566,"Edward Tate","Master's Degree"
2588,"Jasmine Gibson","Master's Degree"
2575,"Annette Chang","Master's Degree"
2569,"Emily Morris","Master's Degree"
2571,"David Garcia","Master's Degree"
2574,"Mckenzie Ellis","Master's Degree"
2568,"Eric Graves",PhD
2576,"Robert Kim",PhD
2577,"George Blake",PhD
2583,"Frances Rhodes",PhD
2567,"Sarah Berry",PhD
2594,"Jack Montes",PhD
2551,"Travis Osborne",PhD
2606,"Danielle Bowers",PhD
2543,"Edward Campbell",PhD
2531,"James Holmes",PhD
2616,"Carol Martin",PhD
2618,"Crystal Stone",PhD
2622,"Jason Clark",PhD
2522,"Chad Lopez",PhD
2504,"Johnny Pacheco",PhD
2502,"Larry Compton",PhD
2469,"Nancy Gonzalez",PhD
2465,"Paula Hall",PhD
2650,"John King",PhD
2653,"Samantha Lamb",PhD
2463,"Debra Johnson",PhD
2456,"Jeremy Flowers",PhD
2675,"Katie Jefferson",PhD
2449,"Brandi Barber",PhD
2444,"Kimberly Cameron",PhD
2682,"Kenneth Morgan",PhD
2433,"Joseph Forbes",PhD
2689,"Steven Palmer",PhD
2431,"Crystal Miller",PhD
2417,"Matthew Bush",PhD
2699,"Nancy Coleman",PhD
2413,"Michelle Bowen",PhD
2410,"Edward Conley",PhD
2408,"Maria Glenn",PhD
2716,"Jeremy Douglas",PhD
2719,"Steven Brown",PhD
2723,"Shane Hall",PhD
2726,"Taylor Kelley",PhD
2731,"Lucas Huffman",PhD
2733,"David Holland",PhD
2734,"Angela Smith",PhD
2406,"Carlos Gonzalez",PhD
2396,"Jennifer Cooper",PhD
2386,"Cassandra Shields",PhD
2353,"Eric Padilla",PhD
2744,"Jonathan Thompson",PhD
2750,"Kayla Collins",PhD
2351,"Brandy Morgan",PhD
2341,"Tammy Marquez",PhD
2334,"Lorraine Fernandez",PhD
2292,"Crystal Douglas",PhD
2290,"Haley Hawkins",PhD
2773,"Holly George",PhD
2777,"Angela Taylor",PhD
2278,"Shane Thornton",PhD
2787,"Danielle Stevens",PhD
2266,"Christina Moyer",PhD
2260,"Paige Lopez",PhD
2820,"Bradley Thompson",PhD
2823,"Diamond Shannon",PhD
2255,"Paula Wilson",PhD
2828,"Brianna Carlson",PhD
2249,"Sandra Smith",PhD
2831,"Desiree Marquez",PhD
2834,"Luke Rice",PhD
2245,"Tammy Williams",PhD
2210,"Elizabeth Massey",PhD
2200,"Jean Schneider",PhD
2850,"Toni Baker",PhD
2198,"Amanda Waters",PhD
2186,"Jeffrey Daniel",PhD
2176,"Joann Jennings",PhD
2171,"Corey Miller",PhD
2156,"Darius Stevenson",PhD
2865,"Steven Pena",PhD
2148,"Stephen Hardy",PhD
2884,"Jeffrey Bennett",PhD
2895,"Stuart Miller",PhD
2898,"Amber Phillips",PhD
2901,"Matthew Klein",PhD
2902,"Shelly Miranda",PhD
2146,"Nicholas Mendoza",PhD
2915,"Justin Horton",PhD
2917,"Jonathan Weber",PhD
2130,"Lisa Dominguez",PhD
2128,"April Pratt",PhD
2924,"Brittney James",PhD
2122,"Dana Pham",PhD
2947,"Elizabeth Gilmore",PhD
2120,"Jonathan Miller",PhD
2957,"Brian Martin",PhD
2111,"Richard Lawson",PhD
2110,"Nancy Williams",PhD
2108,"Tara Gardner",PhD
2970,"Natasha Vasquez",PhD
2971,"Deborah Garrett",PhD
2102,"Erin Jones",PhD
2100,"Jennifer Harrell",PhD
2098,"Joshua Miller",PhD
2073,"James Ellis",PhD
2990,"Theresa Gomez",PhD
2059,"Cheryl Wells",PhD
2994,"April Smith",PhD
2054,"Christopher Harris",PhD
2053,"Jeffrey Hayes",PhD
2048,"Mario Murray",PhD
3005,"Molly Fisher",PhD
3006,"Hannah Le",PhD
2028,"Justin Roth",PhD
2020,"Christopher Gonzalez",PhD
2016,"Micheal Russell",PhD
3019,"Alison Wilson",PhD
3025,"Cristina Walker",PhD
2009,"Daniel Gallegos",PhD
3035,"Linda Gomez",PhD
3037,"Melissa Johnson",PhD
3038,"Michael Lamb",PhD
2001,"John Holt",PhD
3046,"Billy Schneider",PhD
3053,"Zachary Garcia",PhD
3054,"Jeffrey Gonzales",PhD
3055,"Kenneth Ray",PhD
1994,"Amanda Henderson",PhD
1982,"Betty Miller",PhD
1979,"Kristen Hernandez",PhD
3066,"Kelly Heath",PhD
1961,"Valerie Steele",PhD
3070,"Charlene Smith",PhD
3071,"Thomas Barton",PhD
3076,"Charles Ballard",PhD
1941,"Julie Conley",PhD
3087,"Mark Guzman",PhD
1940,"Tammy Anderson",PhD
3098,"Ryan Adams",PhD
1939,"Melanie Miller",PhD
1935,"Corey Torres",PhD
3123,"Steven Joseph",PhD
3127,"Alexandra Medina",PhD
1933,"Kayla Edwards",PhD
1926,"Traci Francis",PhD
3133,"Rebecca Harris",PhD
1925,"George Thomas",PhD
3138,"Sean Bailey",PhD
3142,"Elizabeth Park",PhD
3144,"Lisa Paul",PhD
1917,"Kent Martin",PhD
3147,"Sarah Hall",PhD
1912,"Steven King",PhD
1910,"Brian Navarro",PhD
1891,"Amy Frazier",PhD
3162,"Randall Howell",PhD
3163,"Angela Jackson",PhD
1889,"Cassandra Barnett",PhD
1877,"Jesus Miller",PhD
1873,"Kristen Thomas",PhD
1868,"Amy Lopez",PhD
1864,"Victoria Lambert",PhD
3189,"Johnny Hunt",PhD
3190,"John Robinson",PhD
3191,"John Sparks",PhD
1843,"Sarah Young",PhD
1822,"Sabrina Greene",PhD
3196,"Susan Hopkins",PhD
1816,"Diana Adkins",PhD
1812,"Alex Johnston",PhD
1810,"Ryan Morales",PhD
3208,"Heather Marsh",PhD
3210,"Justin Jackson",PhD
3218,"Cody Bradford",PhD
1799,"Jennifer Rangel",PhD
3227,"Michael Johnson",PhD
1796,"Lance Trujillo",PhD
1787,"Jose Fernandez",PhD
3231,"Tiffany Silva",PhD
1785,"William Montoya",PhD
1784,"Warren Beck",PhD
1776,"Laura Brown",PhD
3247,"Robert Williams",PhD
3251,"Toni Fuentes",PhD
1772,"Joseph Carson",PhD
1752,"Gabriel Miller",PhD
1745,"Joseph Crane",PhD
3261,"Troy Mcknight",PhD
3266,"Jamie Allen",PhD
1742,"Derrick Levy",PhD
1737,"Joseph Black",PhD
1732,"James Howard",PhD
1730,"Paul Long",PhD
3292,"Robert Baker",PhD
1719,"Jason Hoffman",PhD
3302,"Chloe Kennedy",PhD
3311,"Kathleen Kent",PhD
3314,"Christine Harvey",PhD
3315,"Jill Bishop",PhD
1712,"James Stanley",PhD
1696,"Justin Sanford",PhD
1691,"Thomas Allen",PhD
1690,"Kenneth Wilson",PhD
1685,"David Cook",PhD
3337,"Brian Manning",PhD
3338,"Ashley Peterson",PhD
1676,"Mary Miles",PhD
1672,"Andrea Allen",PhD
1659,"Stefanie Moreno",PhD
3347,"Stephen Baldwin",PhD
1646,"Katherine Bender",PhD
3353,"Whitney Green",PhD
3358,"Tina Martin",PhD
3360,"Devon James",PhD
3365,"Jason Williams",PhD
1634,"Donald Larson",PhD
3381,"Shane Mendez",PhD
1631,"Thomas Smith",PhD
3391,"John Powell",PhD
1626,"Rachel Ward",PhD
1624,"Tina Andrews",PhD
1593,"Kelly Wang",PhD
3398,"Hannah White",PhD
3406,"Julia Ortega",PhD
3409,"Stephanie Warren",PhD
1590,"Lisa Cooke",PhD
1589,"Gerald Terrell",PhD
1587,"Jeffrey Stone",PhD
1584,"Jessica Maldonado",PhD
1578,"Brooke Stewart",PhD
3427,"Tracey Frank",PhD
3429,"Matthew Haynes",PhD
3435,"David Garner",PhD
1577,"Angela Martinez",PhD
1572,"Laura Roman",PhD
1566,"William Mayer",PhD
3449,"William Murray",PhD
1563,"Colton Castro",PhD
1560,"Michael Williams",PhD
3459,"Elizabeth Armstrong",PhD
3461,"Madison Avery",PhD
3463,"Stacey Hammond",PhD
1556,"James Grant",PhD
1553,"Laura Russell",PhD
1545,"Mark Gordon",PhD
3469,"Steven Martinez",PhD
3478,"Carolyn Nichols",PhD
1535,"Anthony Robinson",PhD
1530,"Justin Randolph",PhD
1529,"Anthony Rojas",PhD
3486,"James Green",PhD
3490,"Ryan Owens",PhD
1525,"Susan Marsh",PhD
3495,"Perry Graham",PhD
1524,"Marie Goodman",PhD
1523,"Anthony Avila",PhD
1517,"Theresa Harris",PhD
3506,"Noah Villanueva",PhD
3507,"Amanda Miller",PhD
1509,"Edward Roth",PhD
3526,"Gabriel Mann",PhD
3531,"Vincent Jackson",PhD
3532,"Samantha Woodard",PhD
1476,"Charles Fuentes",PhD
1445,"Amanda Wallace",PhD
3542,"Lindsey Everett",PhD
3543,"Heather Hart",PhD
3561,"Theresa Adams",PhD
1427,"Tasha Foster",PhD
3565,"Joseph Fowler",PhD
3566,"Jennifer Gray",PhD
3569,"Pamela Jones",PhD
3571,"Steven Williams",PhD
3572,"Ellen Lopez",PhD
1413,"Don Johnson",PhD
3595,"Jeff Spencer",PhD
1403,"Michael Decker",PhD
3605,"Antonio Wheeler",PhD
1384,"Michael Cunningham",PhD
1374,"Christopher Anderson",PhD
3611,"Kathy Morse",PhD
1363,"William Allen",PhD
1357,"Lisa Smith",PhD
1344,"Scott Carter",PhD
3624,"Latoya Greene",PhD
3633,"Margaret Sanchez",PhD
3635,"Luke Bennett",PhD
3637,"Justin Anderson",PhD
1343,"Cynthia Mack",PhD
3647,"Marc Brown",PhD
3650,"Jimmy Rubio",PhD
3651,"Joseph Brock",PhD
1337,"Daniel Young",PhD
1335,"David Taylor",PhD
3663,"Stacy Johnson",PhD
1331,"Danielle Moore",PhD
1327,"Jennifer Martinez",PhD
1325,"Kenneth Hutchinson",PhD
3681,"Lori Larsen",PhD
3684,"Andrew Hudson",PhD
3685,"Christine Klein",PhD
3687,"Charlene Gomez",PhD
1317,"Samuel Beck",PhD
3693,"George Meza",PhD
3699,"Kristen King",PhD
3701,"Stephanie Dunn",PhD
3704,"Thomas Benitez",PhD
3705,"Kevin Watson",PhD
3711,"Kayla Walker",PhD
1313,"Catherine Blake",PhD
1307,"Joseph Harrison",PhD
3733,"Carl Short",PhD
1301,"Karen Thompson",PhD
1295,"Janet White",PhD
1290,"Jason Bishop",PhD
3758,"Jonathan Green",PhD
1272,"Victoria Acosta",PhD
3768,"Lisa Crawford",PhD
3771,"Susan Davis",PhD
3774,"Nancy West",PhD
3775,"Hunter Gilmore",PhD
1267,"Joseph Knight",PhD
1266,"Vanessa Webb",PhD
1262,"Molly Johnson",PhD
1251,"Mitchell Stark",PhD
1239,"James Nelson",PhD
3797,"Joshua Thomas",PhD
1229,"Madison Berger",PhD
3804,"Melissa Berry",PhD
1221,"Robin Rivera",PhD
3818,"William Johnson",PhD
3819,"Jennifer Vega",PhD
1213,"Brittney Hernandez",PhD
3824,"Juan Solomon",PhD
1211,"Eric Miranda",PhD
3834,"Joshua Pope",PhD
3836,"Brooke Farrell",PhD
1207,"Kaitlin Dominguez",PhD
1190,"Gregory Jackson",PhD
1187,"Monica Moses",PhD
3844,"Rodney Harper",PhD
3845,"Kenneth Terry",PhD
1185,"Michael Saunders",PhD
3847,"Alicia Roy",PhD
1155,"Kari Brown",PhD
3850,"Michael Larson",PhD
1137,"Ralph Robinson",PhD
1134,"Julie Williams",PhD
3859,"Jennifer Bell",PhD
3860,"Mason Washington",PhD
1116,"Tiffany Davis",PhD
1107,"Michael Andrews",PhD
1101,"Sandra Wang",PhD
3869,"Vernon Simon",PhD
3874,"Jacob Johnson",PhD
1099,"Alexander Pineda",PhD
1097,"Austin Johnson",PhD
1090,"Sarah Glover",PhD
1087,"Holly Brandt",PhD
1078,"Nicole Garcia",PhD
3915,"Michael Brown",PhD
1065,"David Torres",PhD
1054,"Lisa Jackson",PhD
1042,"Timothy Rodriguez",PhD
3930,"Vincent Diaz",PhD
1038,"Jessica Martinez",PhD
1035,"Laura Randall",PhD
1031,"Danny Jones",PhD
3942,"Curtis Ward",PhD
3944,"Angela Smith",PhD
1028,"Barbara Lopez",PhD
3963,"Joe Jacobs",PhD
1024,"Thomas Phillips",PhD
1023,"Anne Murphy",PhD
1019,"Adam Best",PhD
3978,"Thomas Riley",PhD
1011,"Jennifer Weaver",PhD
3984,"Bailey Washington",PhD
3990,"Sandra Nash",PhD
3992,"Kimberly Holmes",PhD
1003,"Javier Li",PhD
3996,"Melinda Butler",PhD
